game,agent_a,agent_b,a_starts,winner,avg_time_p1,avg_time_p2,nodes_p1,nodes_p2
23,movilidad_pura,Stratagem,False,Stratagem,0.0,0.005065133407091101,0,225
24,movilidad_pura,Stratagem,True,movilidad_pura,0.2589570666508128,0.0,9064,0
25,movilidad_pura,Stratagem,False,Stratagem,0.0,0.12667289993260056,0,3434
26,movilidad_pura,Stratagem,True,movilidad_pura,0.10516229993663728,0.0,4271,0
27,movilidad_pura,Stratagem,False,Stratagem,0.0,0.007095749955624342,0,236
28,movilidad_pura,Stratagem,True,movilidad_pura,0.1338376000057906,0.0,4139,0
29,movilidad_pura,Stratagem,False,movilidad_pura,0.0,0.11027733337444563,0,4089
30,movilidad_pura,Stratagem,True,movilidad_pura,0.8843270001234487,0.0,20471,0
31,movilidad_pura,Stratagem,False,Stratagem,0.0,0.19077035004738718,0,5486
32,movilidad_pura,Stratagem,True,movilidad_pura,0.8789270999841392,0.0,20669,0
33,movilidad_pura,Stratagem,False,Stratagem,0.0,0.1506210999796167,0,4316
34,movilidad_pura,Stratagem,True,Stratagem,0.7148891501128674,0.0,15360,0
35,movilidad_pura,Stratagem,False,Stratagem,0.0,0.11951240000780672,0,3185
36,movilidad_pura,Stratagem,True,movilidad_pura,0.18559263336161771,0.0,5844,0
37,movilidad_pura,Stratagem,False,Stratagem,0.0,0.1932147501502186,0,5486
38,movilidad_pura,Stratagem,True,Stratagem,0.457591800019145,0.0,10274,0
39,movilidad_pura,Stratagem,False,Stratagem,0.0,0.07982539990916848,0,2424
40,movilidad_pura,Stratagem,True,movilidad_pura,0.48364940006285906,0.0,10549,0
41,movilidad_pura,Stratagem,False,movilidad_pura,0.0,0.08240733326723178,0,3442
42,movilidad_pura,Stratagem,True,movilidad_pura,0.0030214667009810605,0.0,126,0
43,movilidad_pura,Stratagem,False,Stratagem,0.0,0.038246899959631264,0,1112
44,movilidad_pura,Stratagem,True,movilidad_pura,0.161144525045529,0.0,6363,0
45,movilidad_pura,Stratagem,False,movilidad_pura,0.0,0.0002030001487582922,0,2
46,movilidad_pura,Stratagem,True,movilidad_pura,0.2809482499724254,0.0,4003,0
47,movilidad_pura,Stratagem,False,Stratagem,0.0,0.0,0,0
48,movilidad_pura,Stratagem,True,Stratagem,0.5810799499740824,0.0,11539,0
49,movilidad_pura,Stratagem,False,movilidad_pura,0.0,0.11046310001984239,0,4089
50,movilidad_pura,Stratagem,True,movilidad_pura,0.23257636666918793,0.0,5761,0
51,movilidad_pura,Stratagem,False,Stratagem,0.0,0.0514036500826478,0,1355
52,movilidad_pura,Stratagem,True,movilidad_pura,0.6349356501596048,0.0,14977,0
53,movilidad_pura,Stratagem,False,Stratagem,0.0,0.0178089999826625,0,521
54,movilidad_pura,Stratagem,True,movilidad_pura,0.35376306662025553,0.0,10716,0
55,movilidad_pura,Stratagem,False,movilidad_pura,0.0,0.10745543334633112,0,4371
56,movilidad_pura,Stratagem,True,movilidad_pura,0.40484563338880736,0.0,13773,0
57,movilidad_pura,Stratagem,False,Stratagem,0.0,0.05771954997908324,0,1566
58,movilidad_pura,Stratagem,True,movilidad_pura,0.3505353666841984,0.0,10716,0
59,movilidad_pura,Stratagem,False,movilidad_pura,0.0,0.03782673335323731,0,1761
60,movilidad_pura,Stratagem,True,movilidad_pura,0.24976400006562471,0.0,7041,0
61,movilidad_pura,Stratagem,False,Stratagem,0.0,0.03049255011137575,0,955
62,movilidad_pura,Stratagem,True,movilidad_pura,0.08261923336734374,0.0,2763,0
63,movilidad_pura,Stratagem,False,Stratagem,0.0,0.15263989998493344,0,3890
64,movilidad_pura,Stratagem,True,movilidad_pura,0.37923199993868667,0.0,13205,0
65,movilidad_pura,Stratagem,False,movilidad_pura,0.0,0.06415893339241545,0,2380
66,movilidad_pura,Stratagem,True,movilidad_pura,0.345142133301124,0.0,10716,0
67,movilidad_pura,Stratagem,False,movilidad_pura,0.0,0.08347526673848431,0,3301
68,movilidad_pura,Stratagem,True,movilidad_pura,0.1421089000068605,0.0,1650,0
69,movilidad_pura,Stratagem,False,Stratagem,0.0,0.15097449999302626,0,4316
70,movilidad_pura,Stratagem,True,movilidad_pura,0.3234441999811679,0.0,6933,0
71,movilidad_pura,Stratagem,False,movilidad_pura,0.0,0.1299977666543176,0,5135
72,movilidad_pura,Stratagem,True,movilidad_pura,0.255964033305645,0.0,7809,0
73,movilidad_pura,Stratagem,False,movilidad_pura,0.0,0.06743166657785575,0,2486
74,movilidad_pura,Stratagem,True,movilidad_pura,0.2057856998872012,0.0,4297,0
75,movilidad_pura,Stratagem,False,Stratagem,0.0,0.25388155004475266,0,7145
76,movilidad_pura,Stratagem,True,movilidad_pura,0.1424107002094388,0.0,1650,0
77,movilidad_pura,Stratagem,False,Stratagem,0.0,0.03878870001062751,0,1193
78,movilidad_pura,Stratagem,True,movilidad_pura,0.27954213328969973,0.0,8468,0
79,movilidad_pura,Stratagem,False,Stratagem,0.0,0.0048044666182249784,0,211
80,movilidad_pura,Stratagem,True,movilidad_pura,0.3423723999876529,0.0,11421,0
81,movilidad_pura,Stratagem,False,movilidad_pura,0.0,9.019998833537102e-05,0,2
82,movilidad_pura,Stratagem,True,movilidad_pura,0.47306614997796714,0.0,11083,0
83,movilidad_pura,Stratagem,False,movilidad_pura,0.0,0.13244993332773447,0,4464
84,movilidad_pura,Stratagem,True,Stratagem,0.17786546664622924,0.0,5698,0
85,movilidad_pura,Stratagem,False,movilidad_pura,0.0,0.08333906663271289,0,3442
86,movilidad_pura,Stratagem,True,movilidad_pura,0.17673203333591422,0.0,5636,0
87,movilidad_pura,Stratagem,False,Stratagem,0.0,0.22360995004419237,0,6366
88,movilidad_pura,Stratagem,True,movilidad_pura,0.3532407999349137,0.0,10737,0
89,movilidad_pura,Stratagem,False,Stratagem,0.0,0.05637775000650436,0,1552
90,movilidad_pura,Stratagem,True,movilidad_pura,0.3370454000153889,0.0,10988,0
91,movilidad_pura,Stratagem,False,Stratagem,0.0,0.08600960008334368,0,2264
92,movilidad_pura,Stratagem,True,movilidad_pura,0.15795364987570792,0.0,3043,0
93,movilidad_pura,Stratagem,False,movilidad_pura,0.0,0.08719173329882324,0,2700
94,movilidad_pura,Stratagem,True,movilidad_pura,0.21395404997747391,0.0,4297,0
95,movilidad_pura,Stratagem,False,Stratagem,0.0,0.051266799913719296,0,1386
96,movilidad_pura,Stratagem,True,movilidad_pura,0.4403840999584645,0.0,10288,0
97,movilidad_pura,Stratagem,False,Stratagem,0.0,0.10390464996453375,0,2987
98,movilidad_pura,Stratagem,True,Stratagem,0.16112045000772923,0.0,3398,0
99,movilidad_pura,Stratagem,False,Stratagem,0.0,0.04603724996559322,0,1256
0,mixto,RandomAgent,True,mixto,0.6878555999913564,0.0,20275,0
1,mixto,RandomAgent,False,mixto,0.0,0.09652453327241044,0,3354
2,mixto,RandomAgent,True,mixto,0.2730297666663925,0.0,7813,0
3,mixto,RandomAgent,False,mixto,0.0,0.02819384995382279,0,703
4,mixto,RandomAgent,True,mixto,0.10661646661659081,0.0,2961,0
5,mixto,RandomAgent,False,mixto,0.0,0.13786773337051272,0,4570
6,mixto,RandomAgent,True,mixto,0.17262797500006855,0.0,6670,0
7,mixto,RandomAgent,False,mixto,0.0,0.0781259333404402,0,2366
8,mixto,RandomAgent,True,mixto,0.10302882507676259,0.0,4043,0
9,mixto,RandomAgent,False,mixto,0.0,0.17096930004966757,0,6112
10,mixto,RandomAgent,True,mixto,0.3278485000288735,0.0,9452,0
11,mixto,RandomAgent,False,mixto,0.0,0.1803723000921309,0,4147
12,mixto,RandomAgent,True,mixto,0.38416143343783915,0.0,10816,0
13,mixto,RandomAgent,False,mixto,0.0,0.039114550105296075,0,934
14,mixto,RandomAgent,True,mixto,0.11967349991512795,0.0,3442,0
15,mixto,RandomAgent,False,mixto,0.0,0.15368749992921948,0,3868
16,mixto,RandomAgent,True,mixto,0.3370432499796152,0.0,6520,0
17,mixto,RandomAgent,False,mixto,0.0,0.02435255004093051,0,543
18,mixto,RandomAgent,True,mixto,0.010482799960300326,0.0,141,0
19,mixto,RandomAgent,False,mixto,0.0,0.17578420004186532,0,6841
20,mixto,RandomAgent,True,mixto,0.13733523331272104,0.0,3757,0
21,mixto,RandomAgent,False,mixto,0.0,0.06324749998748302,0,2413
22,mixto,RandomAgent,True,mixto,0.35036636671672267,0.0,10962,0
23,mixto,RandomAgent,False,mixto,0.0,0.138709633378312,0,5005
24,mixto,RandomAgent,True,mixto,0.10610813329306741,0.0,3688,0
25,mixto,RandomAgent,False,mixto,0.0,0.008866333325083057,0,293
26,mixto,RandomAgent,True,mixto,0.48457707499619573,0.0,19412,0
27,mixto,RandomAgent,False,mixto,0.0,0.09631050005555153,0,2414
28,mixto,RandomAgent,True,mixto,0.10153979994356632,0.0,3412,0
29,mixto,RandomAgent,False,mixto,0.0,0.01871109986677766,0,237
0,mixto,Stratagem,True,Stratagem,0.6859160001234462,0.0,20202,0
1,mixto,Stratagem,False,Stratagem,0.0,0.0,0,0
2,mixto,Stratagem,True,mixto,0.5047013500006869,0.0,10813,0
3,mixto,Stratagem,False,Stratagem,0.0,0.1356456499779597,0,3340
4,mixto,Stratagem,True,Stratagem,0.8801523499423638,0.0,17666,0
5,mixto,Stratagem,False,mixto,0.0,0.10478265001438558,0,2447
6,mixto,Stratagem,True,Stratagem,0.46571543339329463,0.0,15420,0
7,mixto,Stratagem,False,mixto,0.0,0.08951646671630442,0,2471
8,mixto,Stratagem,True,mixto,0.5126561000167081,0.0,14947,0
9,mixto,Stratagem,False,mixto,0.0,0.12178645003587008,0,2866
10,mixto,Stratagem,True,mixto,0.16917314985767007,0.0,3195,0
11,mixto,Stratagem,False,Stratagem,0.0,0.05474465002771467,0,1381
12,mixto,Stratagem,True,Stratagem,0.1730438000522554,0.0,3636,0
13,mixto,Stratagem,False,Stratagem,0.0,0.12825205002445728,0,3485
14,mixto,Stratagem,True,mixto,0.488683466721947,0.0,14009,0
15,mixto,Stratagem,False,Stratagem,0.0,0.06957896674672763,0,3000
16,mixto,Stratagem,True,mixto,0.6061537499772385,0.0,12191,0
17,mixto,Stratagem,False,Stratagem,0.0,0.16358390008099377,0,2256
18,mixto,Stratagem,True,mixto,0.4734032000415027,0.0,9247,0
19,mixto,Stratagem,False,Stratagem,0.0,0.015688099898397923,0,261
20,mixto,Stratagem,True,Stratagem,0.2755490498384461,0.0,5211,0
21,mixto,Stratagem,False,Stratagem,0.0,0.08755459997337312,0,2361
22,mixto,Stratagem,True,mixto,0.1887380500556901,0.0,3697,0
23,mixto,Stratagem,False,Stratagem,0.0,0.16641360009089112,0,4408
24,mixto,Stratagem,True,mixto,0.3732586666786422,0.0,9672,0
25,mixto,Stratagem,False,Stratagem,0.0,0.04707704996690154,0,1138
26,mixto,Stratagem,True,mixto,0.17960999999195337,0.0,5296,0
27,mixto,Stratagem,False,Stratagem,0.0,0.010991699993610382,0,313
28,mixto,Stratagem,True,mixto,0.2907073500100523,0.0,5783,0
29,mixto,Stratagem,False,mixto,0.0,0.24042585003189743,0,5909
30,mixto,Stratagem,True,Stratagem,0.47007100004702806,0.0,15955,0
31,mixto,Stratagem,False,Stratagem,0.0,0.036607466638088226,0,1191
32,mixto,Stratagem,True,Stratagem,0.5829670000821352,0.0,12000,0
33,mixto,Stratagem,False,mixto,0.0,0.15985139994882047,0,4732
34,mixto,Stratagem,True,mixto,0.5184814999811351,0.0,11101,0
35,mixto,Stratagem,False,Stratagem,0.0,0.20362070004921407,0,5368
36,mixto,Stratagem,True,mixto,0.605051549966447,0.0,12191,0
37,mixto,Stratagem,False,Stratagem,0.0,0.2209712500916794,0,5446
38,mixto,Stratagem,True,mixto,0.19231760001275688,0.0,3563,0
39,mixto,Stratagem,False,mixto,0.0,0.15924259996972978,0,4148
40,mixto,Stratagem,True,mixto,0.37121723328406614,0.0,11070,0
41,mixto,Stratagem,False,mixto,0.0,0.05007155006751418,0,1152
42,mixto,Stratagem,True,mixto,0.05595190000409881,0.0,2019,0
43,mixto,Stratagem,False,mixto,0.0,0.07246770011261106,0,1641
44,mixto,Stratagem,True,mixto,0.16523863336381814,0.0,4820,0
45,mixto,Stratagem,False,Stratagem,0.0,0.07502439990639687,0,2064
46,mixto,Stratagem,True,mixto,0.6533868665962169,0.0,20033,0
47,mixto,Stratagem,False,Stratagem,0.0,0.07229505013674498,0,1948
48,mixto,Stratagem,True,mixto,0.44169535010587424,0.0,8655,0
49,mixto,Stratagem,False,Stratagem,0.0,0.14263635000679642,0,3470
50,mixto,Stratagem,True,Stratagem,0.5184824499301612,0.0,9983,0
51,mixto,Stratagem,False,mixto,0.0,0.07864520000293851,0,2649
52,mixto,Stratagem,True,mixto,0.9618474500020966,0.0,20500,0
53,mixto,Stratagem,False,Stratagem,0.0,0.12212654994800687,0,3078
54,mixto,Stratagem,True,mixto,0.20510479994118214,0.0,3683,0
55,mixto,Stratagem,False,Stratagem,0.0,0.051819599932059646,0,1301
56,mixto,Stratagem,True,mixto,0.5173161999555305,0.0,11553,0
57,mixto,Stratagem,False,mixto,0.0,0.11469649981396894,0,4154
58,mixto,Stratagem,True,mixto,0.4241907000541687,0.0,8599,0
59,mixto,Stratagem,False,mixto,0.0,0.13814184989314526,0,2889
60,mixto,Stratagem,True,mixto,0.10734503335940342,0.0,3685,0
61,mixto,Stratagem,False,mixto,0.0,0.03384796669706702,0,1175
62,mixto,Stratagem,True,mixto,0.48736526669623953,0.0,14881,0
63,mixto,Stratagem,False,Stratagem,0.0,0.07090524991508573,0,1856
64,mixto,Stratagem,True,mixto,0.30248864996246994,0.0,6067,0
65,mixto,Stratagem,False,Stratagem,0.0,0.11900620011147112,0,3162
66,mixto,Stratagem,True,mixto,0.3845210666768253,0.0,11176,0
67,mixto,Stratagem,False,Stratagem,0.0,0.13568039995152503,0,3340
68,mixto,Stratagem,True,mixto,0.13310119998641312,0.0,3836,0
69,mixto,Stratagem,False,mixto,0.0,0.10614295001141727,0,2447
70,mixto,Stratagem,True,mixto,0.5762512000122418,0.0,16483,0
71,mixto,Stratagem,False,Stratagem,0.0,0.10702770005445927,0,2969
72,mixto,Stratagem,True,mixto,0.13345599997167787,0.0,3836,0
73,mixto,Stratagem,False,Stratagem,0.0,0.36787435004953295,0,9006
74,mixto,Stratagem,True,mixto,0.35448833329913515,0.0,9922,0
75,mixto,Stratagem,False,Stratagem,0.0,0.05825096663708488,0,2139
76,mixto,Stratagem,True,mixto,0.15080203325487673,0.0,4523,0
77,mixto,Stratagem,False,mixto,0.0,0.03291573328897357,0,1175
78,mixto,Stratagem,True,Stratagem,0.47053336662550765,0.0,13678,0
79,mixto,Stratagem,False,mixto,0.0,0.32842925004661083,0,7558
80,mixto,Stratagem,True,mixto,0.3459135666489601,0.0,9928,0
81,mixto,Stratagem,False,mixto,0.0,0.16815739994247755,0,6094
82,mixto,Stratagem,True,Stratagem,0.31968416661644977,0.0,9280,0
83,mixto,Stratagem,False,mixto,0.0,0.10546180012170225,0,2447
84,mixto,Stratagem,True,Stratagem,0.5844542999984697,0.0,10757,0
85,mixto,Stratagem,False,Stratagem,0.0,0.04167195002082735,0,1112
86,mixto,Stratagem,True,mixto,1.065132699906826,0.0,22840,0
87,mixto,Stratagem,False,Stratagem,0.0,0.07275875005871058,0,2077
88,mixto,Stratagem,True,mixto,0.3244509750511497,0.0,14759,0
89,mixto,Stratagem,False,mixto,0.0,9.370013140141964e-05,0,2
90,mixto,Stratagem,True,mixto,0.42357999994419515,0.0,11064,0
91,mixto,Stratagem,False,Stratagem,0.0,0.08258940000087023,0,1968
92,mixto,Stratagem,True,mixto,0.15108313341625035,0.0,4523,0
93,mixto,Stratagem,False,mixto,0.0,0.06259106666160126,0,2148
94,mixto,Stratagem,True,Stratagem,0.5808326001279056,0.0,12000,0
95,mixto,Stratagem,False,mixto,0.0,9.329989552497864e-05,0,2
96,mixto,Stratagem,True,mixto,0.2882733498699963,0.0,5660,0
97,mixto,Stratagem,False,mixto,0.0,0.08007416656861703,0,2765
98,mixto,Stratagem,True,mixto,0.3925272333435714,0.0,12584,0
99,mixto,Stratagem,False,Stratagem,0.0,0.28367920010350645,0,7212
